Product,Variant,Price,Handle,Variant ID,Availability,SKU,Product URL,Scraped at
CHILDREN’S PRINTED LAUNDRY BAG,Girl,30.0,childrens-laundry-bag-hand-printed,351380668436,True,PRGR-LABG,https://malaikalinens.com//products/childrens-laundry-bag-hand-printed,2026/01/26 02:11:03 PM
CHILDREN’S PRINTED LAUNDRY BAG,Boy,35.0,childrens-laundry-bag-hand-printed,351380701204,True,PRBO-LABG,https://malaikalinens.com//products/childrens-laundry-bag-hand-printed,2026/01/26 02:11:03 PM
Gift Card US$,US$ 50.00,46.0,gift-card-us,42648354750711,True,100,https://malaikalinens.com//products/gift-card-us,2026/01/26 02:11:05 PM
Gift Card US$,US$ 100.00,92.0,gift-card-us,42648354783479,True,100,https://malaikalinens.com//products/gift-card-us,2026/01/26 02:11:05 PM
Gift Card US$,US$ 200.00,184.0,gift-card-us,42648354816247,True,100,https://malaikalinens.com//products/gift-card-us,2026/01/26 02:11:05 PM
Gift Card US$,US$ 500.00,460.0,gift-card-us,42648354849015,True,100,https://malaikalinens.com//products/gift-card-us,2026/01/26 02:11:05 PM
BUBBLE FISH SERVING DISH,Default Title,79.0,bubble-fish-serving-tray,51461523472651,True,PO-BBFI-SEV-30,https://malaikalinens.com//products/bubble-fish-serving-tray,2026/01/26 02:11:07 PM
FILIGREE FLOWER NAPKINS (Set of 6),Default Title,264.0,filigree-flower-napkins,43574538993931,True,FLI-NP,https://malaikalinens.com//products/filigree-flower-napkins,2026/01/26 02:11:09 PM
DALLY GUEST TOWEL (set of two),primary,77.0,dally-guest-towel-set-of-two,39443605225549,True,DAL-GUTW-78,https://malaikalinens.com//products/dally-guest-towel-set-of-two,2026/01/26 02:11:12 PM
DALLY GUEST TOWEL (set of two),blues,77.0,dally-guest-towel-set-of-two,39443605258317,True,DAL-GUTW-77,https://malaikalinens.com//products/dally-guest-towel-set-of-two,2026/01/26 02:11:12 PM
DELTA TABLECLOTH,Default Title,587.0,delta-tablecloth,46122923688203,True,DLTA-TBC,https://malaikalinens.com//products/delta-tablecloth,2026/01/26 02:11:14 PM
DOWN PADS FOR PILLOWS AND CUSHIONS,"30cm x 41cm, 150g",22.9,down-pads-for-pillows-and-cushions,20877271302221,True,DWBS,https://malaikalinens.com//products/down-pads-for-pillows-and-cushions,2026/01/26 02:11:16 PM
DOWN PADS FOR PILLOWS AND CUSHIONS,"34cm x 46cm, 275g",34.9,down-pads-for-pillows-and-cushions,32521764995149,True,DWRTCU,https://malaikalinens.com//products/down-pads-for-pillows-and-cushions,2026/01/26 02:11:16 PM
DOWN PADS FOR PILLOWS AND CUSHIONS,"35cm x 45cm, 275g",34.9,down-pads-for-pillows-and-cushions,32521774235725,True,DWRTCU,https://malaikalinens.com//products/down-pads-for-pillows-and-cushions,2026/01/26 02:11:16 PM
DOWN PADS FOR PILLOWS AND CUSHIONS,"37cm x 47cm, 300g",36.9,down-pads-for-pillows-and-cushions,20877274251341,True,DWBSXL,https://malaikalinens.com//products/down-pads-for-pillows-and-cushions,2026/01/26 02:11:16 PM
DOWN PADS FOR PILLOWS AND CUSHIONS,"41cm x 41cm, 275g",32.9,down-pads-for-pillows-and-cushions,20877275693133,True,DWSQCU,https://malaikalinens.com//products/down-pads-for-pillows-and-cushions,2026/01/26 02:11:16 PM
DOWN PADS FOR PILLOWS AND CUSHIONS,"45cm x 55cm, 350g",43.9,down-pads-for-pillows-and-cushions,20877276610637,True,DWRTCUXL,https://malaikalinens.com//products/down-pads-for-pillows-and-cushions,2026/01/26 02:11:16 PM
DOWN PADS FOR PILLOWS AND CUSHIONS,"40cm x 60cm, 300g",52.0,down-pads-for-pillows-and-cushions,44490828185867,True,DWSQSLP,https://malaikalinens.com//products/down-pads-for-pillows-and-cushions,2026/01/26 02:11:16 PM
DOWN PADS FOR PILLOWS AND CUSHIONS,"50cm x 50cm, 400g",43.9,down-pads-for-pillows-and-cushions,20877277397069,True,DWSQCUXL,https://malaikalinens.com//products/down-pads-for-pillows-and-cushions,2026/01/26 02:11:16 PM
DOWN PADS FOR PILLOWS AND CUSHIONS,"40cm x 80cm, 350g",69.9,down-pads-for-pillows-and-cushions,20877271334989,True,DWQSLPG,https://malaikalinens.com//products/down-pads-for-pillows-and-cushions,2026/01/26 02:11:16 PM
DOWN PADS FOR PILLOWS AND CUSHIONS,"50cm x 75cm, 380g",72.9,down-pads-for-pillows-and-cushions,20877271367757,True,DWQSLP,https://malaikalinens.com//products/down-pads-for-pillows-and-cushions,2026/01/26 02:11:16 PM
DOWN PADS FOR PILLOWS AND CUSHIONS,"50cm x 90cm, 475g",79.9,down-pads-for-pillows-and-cushions,32569629933645,True,DWKP,https://malaikalinens.com//products/down-pads-for-pillows-and-cushions,2026/01/26 02:11:16 PM
DOWN PADS FOR PILLOWS AND CUSHIONS,"66cm x 66cm, 550g",72.9,down-pads-for-pillows-and-cushions,20877271400525,True,DWES,https://malaikalinens.com//products/down-pads-for-pillows-and-cushions,2026/01/26 02:11:16 PM
DOWN PADS FOR PILLOWS AND CUSHIONS,"80cm x 80cm, 650g",84.9,down-pads-for-pillows-and-cushions,20877271433293,True,DWSQPXL,https://malaikalinens.com//products/down-pads-for-pillows-and-cushions,2026/01/26 02:11:16 PM
DOWN PADS FOR PILLOWS AND CUSHIONS,"40cm x 140cm, 800g - Side Sleeper Cushion",74.9,down-pads-for-pillows-and-cushions,32969813295181,True,DWSSLCU,https://malaikalinens.com//products/down-pads-for-pillows-and-cushions,2026/01/26 02:11:16 PM
DOWN PADS FOR PILLOWS AND CUSHIONS,"50cm x 90cm, 660g",93.25,down-pads-for-pillows-and-cushions,45891342565643,True,DWKP+,https://malaikalinens.com//products/down-pads-for-pillows-and-cushions,2026/01/26 02:11:16 PM
FELUCCA NAPKIN,Default Title,42.0,felucca-napkin,43714004582667,True,FLC-NP-73,https://malaikalinens.com//products/felucca-napkin,2026/01/26 02:11:18 PM
FISH FEEDING DINNER PLATE,Default Title,72.0,fish-feeding-plate,42318126252279,True,PO-FS-FD-PLT-27,https://malaikalinens.com//products/fish-feeding-plate,2026/01/26 02:11:19 PM
FLORA SERVING BOWL,Default Title,219.0,flora-platter,39439731163213,True,PO-FL-PLT-35,https://malaikalinens.com//products/flora-platter,2026/01/26 02:11:21 PM
DOWN CUSHION PADS 66cm x 66cm,"66cm x 66cm, 550g",71.9,down-cushion-pads-for-cotton-piped-linen-cushion,13032107475021,True,DWES,https://malaikalinens.com//products/down-cushion-pads-for-cotton-piped-linen-cushion,2026/01/26 02:11:23 PM
ESNA BEACH TOWEL,terracotta,53.0,esna-beach-towel,46610393628939,True,ESN-BETW-73,https://malaikalinens.com//products/esna-beach-towel,2026/01/26 02:11:24 PM
ESNA BEACH TOWEL,teal,53.0,esna-beach-towel,46610393661707,True,ESN-BETW-15,https://malaikalinens.com//products/esna-beach-towel,2026/01/26 02:11:24 PM
ESNA BEACH TOWEL,white,53.0,esna-beach-towel,46610402246923,True,ESN-BETW-00,https://malaikalinens.com//products/esna-beach-towel,2026/01/26 02:11:24 PM
CHILDREN’S EMBROIDERED TRAVEL BAG,Butterfly,48.0,children-s-butterfly-travel-bag,28277978726477,True,NV-TRBG-11,https://malaikalinens.com//products/children-s-butterfly-travel-bag,2026/01/26 02:11:26 PM
CHILDREN’S EMBROIDERED TRAVEL BAG,Cosmos,48.0,children-s-butterfly-travel-bag,42370594570487,True,CM-TRBG-10,https://malaikalinens.com//products/children-s-butterfly-travel-bag,2026/01/26 02:11:26 PM
CHILDREN’S EMBROIDERED TRAVEL BAG,Rococo Roses,48.0,children-s-butterfly-travel-bag,42370594603255,True,ROR-TRBG-11,https://malaikalinens.com//products/children-s-butterfly-travel-bag,2026/01/26 02:11:26 PM
CHILDREN’S EMBROIDERED TRAVEL BAG,Stars,48.0,children-s-butterfly-travel-bag,42370594636023,True,STA-TRBG-10,https://malaikalinens.com//products/children-s-butterfly-travel-bag,2026/01/26 02:11:26 PM
CHILDREN’S EMBROIDERED TRAVEL BAG,Aya,48.0,children-s-butterfly-travel-bag,51147025088779,True,AYA-TRBG-11,https://malaikalinens.com//products/children-s-butterfly-travel-bag,2026/01/26 02:11:26 PM
CHILDREN’S EMBROIDERED TRAVEL BAG,Bes,48.0,children-s-butterfly-travel-bag,51147025121547,True,BES-TRBG-10,https://malaikalinens.com//products/children-s-butterfly-travel-bag,2026/01/26 02:11:26 PM
CHILDREN’S EMBROIDERED TRAVEL BAG,Fatma Pink,48.0,children-s-butterfly-travel-bag,51147025154315,True,FAT-TRBG-11,https://malaikalinens.com//products/children-s-butterfly-travel-bag,2026/01/26 02:11:26 PM
CHILDREN’S EMBROIDERED TRAVEL BAG,Fatma Sky Blue,48.0,children-s-butterfly-travel-bag,51147025187083,True,FAT-TRBG-10,https://malaikalinens.com//products/children-s-butterfly-travel-bag,2026/01/26 02:11:26 PM
FLORA INTIMATES BAG,Default Title,27.0,flora-intimate-bag,46612936229131,True,FLIN-BAG-EMB-04,https://malaikalinens.com//products/flora-intimate-bag,2026/01/26 02:11:28 PM
CAIRO PALM GUEST TOWEL (Set of 2),Default Title,59.0,cairo-palm-guest-towel-set-of-2,43560853897483,True,CAIPL-GUTW,https://malaikalinens.com//products/cairo-palm-guest-towel-set-of-2,2026/01/26 02:11:30 PM
BOUQUET JUG & CUP,Default Title,100.0,bouquet-jug,42285613023479,True,GL-BO-JU-20,https://malaikalinens.com//products/bouquet-jug,2026/01/26 02:11:31 PM
CHERRY BLOSSOM GUEST TOWEL (Set of 2),pink,68.0,cherry-blossom-guest-towel-set-of-2,46123106042123,True,CHBL-GUTW-11,https://malaikalinens.com//products/cherry-blossom-guest-towel-set-of-2,2026/01/26 02:11:33 PM
CHERRY BLOSSOM GUEST TOWEL (Set of 2),teal,68.0,cherry-blossom-guest-towel-set-of-2,46123106074891,True,CHBL-GUTW-15,https://malaikalinens.com//products/cherry-blossom-guest-towel-set-of-2,2026/01/26 02:11:33 PM
CHERRY BLOSSOM GUEST TOWEL (Set of 2),amber,68.0,cherry-blossom-guest-towel-set-of-2,46123106271499,True,CHBL-GUTW-05,https://malaikalinens.com//products/cherry-blossom-guest-towel-set-of-2,2026/01/26 02:11:33 PM
BIRDS ON TOUR PLATTER,Medium,219.0,birds-on-tour-platter,51461446205707,False,PO-BIR-TO-PLT-35,https://malaikalinens.com//products/birds-on-tour-platter,2026/01/26 02:11:35 PM
BIRDS ON TOUR PLATTER,Large,259.0,birds-on-tour-platter,51461446238475,False,PO-BIR-TO-PLT-45,https://malaikalinens.com//products/birds-on-tour-platter,2026/01/26 02:11:35 PM
COW JAM JAR,Default Title,49.0,cow-jam-jar,46209482227979,True,PO-COW-JAR,https://malaikalinens.com//products/cow-jam-jar,2026/01/26 02:11:37 PM
DOUBLE AJOUR LINEN NAPKINS,ecru,43.0,double-ajour-linen-napkins,12323186311245,True,AJ2-NP-33,https://malaikalinens.com//products/double-ajour-linen-napkins,2026/01/26 02:11:39 PM
FLOW FEATHER SERVING DISH,Default Title,84.0,flow-feather-serving-dish,46209491730699,True,PO-FLO-FTH-W-SVDI,https://malaikalinens.com//products/flow-feather-serving-dish,2026/01/26 02:11:40 PM
Amphora Glass Vase,amber,65.0,amphora-amber-vase,39491779821645,True,GL-AMP-VS-05,https://malaikalinens.com//products/amphora-amber-vase,2026/01/26 02:11:42 PM
Amphora Glass Vase,green,65.0,amphora-amber-vase,39491779854413,True,GL-AMP-VS-19,https://malaikalinens.com//products/amphora-amber-vase,2026/01/26 02:11:42 PM
Amphora Glass Vase,blue,65.0,amphora-amber-vase,43523156082955,True,GL-AMP-VS-02,https://malaikalinens.com//products/amphora-amber-vase,2026/01/26 02:11:42 PM
Amphora Glass Vase,turquoise,65.0,amphora-amber-vase,51461367333131,True,GL-AMP-VS-17,https://malaikalinens.com//products/amphora-amber-vase,2026/01/26 02:11:42 PM
BABY BIBS PRINTED (SET OF TWO),Coral / pink,30.0,baby-bibs,44397998276875,True,COR-BIB-11,https://malaikalinens.com//products/baby-bibs,2026/01/26 02:11:43 PM
BABY BIBS PRINTED (SET OF TWO),Coral / sky,30.0,baby-bibs,44397998309643,True,COR-BIB-10,https://malaikalinens.com//products/baby-bibs,2026/01/26 02:11:43 PM
BABY BIBS PRINTED (SET OF TWO),Dasies / pink,30.0,baby-bibs,44397998375179,True,DS-BIB-11,https://malaikalinens.com//products/baby-bibs,2026/01/26 02:11:43 PM
BABY BIBS PRINTED (SET OF TWO),Dasies / sky,30.0,baby-bibs,44397998407947,True,DS-BIB-10,https://malaikalinens.com//products/baby-bibs,2026/01/26 02:11:43 PM
BABY BIBS PRINTED (SET OF TWO),Ibis / pink,30.0,baby-bibs,44397998178571,True,IB-BIB-11,https://malaikalinens.com//products/baby-bibs,2026/01/26 02:11:43 PM
BABY BIBS PRINTED (SET OF TWO),Ibis / sky,30.0,baby-bibs,44397998211339,True,IB-BIB-10,https://malaikalinens.com//products/baby-bibs,2026/01/26 02:11:43 PM
BABY BIBS PRINTED (SET OF TWO),Lotus / pink,30.0,baby-bibs,12275169263693,True,PRLO-BIB-11O,https://malaikalinens.com//products/baby-bibs,2026/01/26 02:11:43 PM
BABY BIBS PRINTED (SET OF TWO),Lotus / sky,30.0,baby-bibs,12275169296461,True,PRLO-BIB-10O,https://malaikalinens.com//products/baby-bibs,2026/01/26 02:11:43 PM
BABY BIBS PRINTED (SET OF TWO),Pharaonic Stars / pink,30.0,baby-bibs,12275169591373,True,PRSTA-BIB-11O,https://malaikalinens.com//products/baby-bibs,2026/01/26 02:11:43 PM
BABY BIBS PRINTED (SET OF TWO),Pharaonic Stars / sky,30.0,baby-bibs,12275169624141,True,PRSTA-BIB-10O,https://malaikalinens.com//products/baby-bibs,2026/01/26 02:11:43 PM
BABY BIBS PRINTED (SET OF TWO),Pharaonic Stars / gold,30.0,baby-bibs,15404997378125,True,PRSTA-BIB-39,https://malaikalinens.com//products/baby-bibs,2026/01/26 02:11:43 PM
BABY BIBS PRINTED (SET OF TWO),Planets / pink,30.0,baby-bibs,44397998506251,True,PL-BIB-11,https://malaikalinens.com//products/baby-bibs,2026/01/26 02:11:43 PM
FEATHER CUSHION PADS 66cm x 66cm,66cm x 66cm,30.0,feather-cushion-pads-for-cotton-piped-linen-cushion,21047180132429,True,FTHES,https://malaikalinens.com//products/feather-cushion-pads-for-cotton-piped-linen-cushion,2026/01/26 02:11:45 PM
FREIZE VASE,Default Title,317.0,freize-vase,43557775769867,False,BSS-FRZ-VS-39,https://malaikalinens.com//products/freize-vase,2026/01/26 02:11:47 PM
CHILDREN’S PRINTED TRAVEL BAG,Pharaonic Stars / pink,33.0,childrens-travel-bag,1650104827924,True,PRSTA-TRBG-11,https://malaikalinens.com//products/childrens-travel-bag,2026/01/26 02:11:48 PM
CHILDREN’S PRINTED TRAVEL BAG,Lotus / pink,33.0,childrens-travel-bag,1650104860692,True,PRLO-TRBG-11,https://malaikalinens.com//products/childrens-travel-bag,2026/01/26 02:11:48 PM
CHILDREN’S PRINTED TRAVEL BAG,Pharaonic Stars / sky,33.0,childrens-travel-bag,1650111250452,True,PRSTA-TRBG-10,https://malaikalinens.com//products/childrens-travel-bag,2026/01/26 02:11:48 PM
CHILDREN’S PRINTED TRAVEL BAG,Lotus / sky,33.0,childrens-travel-bag,1650114428948,True,PRLO-TRBG-10,https://malaikalinens.com//products/childrens-travel-bag,2026/01/26 02:11:48 PM
CLOVER HEXAGON BREAD PLATE,Default Title,49.0,clover-hexagon-bread-plate,43557854675211,False,PO-CL-HE-PLT-13,https://malaikalinens.com//products/clover-hexagon-bread-plate,2026/01/26 02:11:50 PM
DOWN CUSHION PADS 35cm x 45cm,"35cm x 45cm, 275g",34.9,down-pads-for-baboon-cushion-cover,32521857105997,True,DWRTCU,https://malaikalinens.com//products/down-pads-for-baboon-cushion-cover,2026/01/26 02:11:52 PM
BLUE VINE SOUP SERVING BOWL,Default Title,120.0,blue-vine-soup-bowl,51461470552331,True,PO-VIN-BWL-27,https://malaikalinens.com//products/blue-vine-soup-bowl,2026/01/26 02:11:53 PM
CHILDREN’S EMBROIDERED LAUNDRY BAG,Rococo Roses,55.0,children-s-rococo-roses-laundry-bag,351103221780,True,ROR-LABG-11,https://malaikalinens.com//products/children-s-rococo-roses-laundry-bag,2026/01/26 02:11:55 PM
CHILDREN’S EMBROIDERED LAUNDRY BAG,Stars,55.0,children-s-rococo-roses-laundry-bag,42370419491063,True,STA-LABG-10,https://malaikalinens.com//products/children-s-rococo-roses-laundry-bag,2026/01/26 02:11:55 PM
ANCIENT EGYPT VASE,Default Title,89.0,ancient-egypt-vase,51971997729035,True,,https://malaikalinens.com//products/ancient-egypt-vase,2026/01/26 02:11:58 PM
CLOVER HEXAGON MEZZE DISH,Default Title,25.0,clover-hexagon-mezze-dish,51101005807883,True,PO-CL-HE-PLT-10,https://malaikalinens.com//products/clover-hexagon-mezze-dish,2026/01/26 02:12:00 PM
DONKEY BEACH BAG,aqua,95.0,beach-bag-egypt-line-sheet,44374497493259,True,DO-BEBG-17,https://malaikalinens.com//products/beach-bag-egypt-line-sheet,2026/01/26 02:12:01 PM
DONKEY BEACH BAG,genzary,95.0,beach-bag-egypt-line-sheet,44374497558795,True,DO-BEBG-54,https://malaikalinens.com//products/beach-bag-egypt-line-sheet,2026/01/26 02:12:01 PM
DONKEY BEACH BAG,ruby,95.0,beach-bag-egypt-line-sheet,44374497427723,True,DO-BEBG-57,https://malaikalinens.com//products/beach-bag-egypt-line-sheet,2026/01/26 02:12:01 PM
FAROUK CUSHION COVER,Default Title,146.0,farouk-cushion-cover,43560854618379,True,FRK-CU-33,https://malaikalinens.com//products/farouk-cushion-cover,2026/01/26 02:12:03 PM
EGYPTIAN ACORN DESSERT PLATE,Default Title,49.0,egyptian-acorn-dessert-plate,45643055104267,True,PO-EG-AC-RP-20,https://malaikalinens.com//products/egyptian-acorn-dessert-plate,2026/01/26 02:12:05 PM
CARNATION CARDS (Set of 6),rosewood,9.0,carnation-cards,39352243880013,True,CAR-CD-66,https://malaikalinens.com//products/carnation-cards,2026/01/26 02:12:08 PM
CARNATION CARDS (Set of 6),red,9.0,carnation-cards,39352243912781,True,CAR-CD-16,https://malaikalinens.com//products/carnation-cards,2026/01/26 02:12:08 PM
CAIRO PALM TABLECLOTH,Default Title,435.0,cairo-palm-tablecloth,43556410065163,True,CAIPL-TBC,https://malaikalinens.com//products/cairo-palm-tablecloth,2026/01/26 02:12:09 PM
BLUE VINE SERVING TRAY,Default Title,79.0,blue-vine-serving-tray,51461486412043,True,PO-VIN-BWL-30,https://malaikalinens.com//products/blue-vine-serving-tray,2026/01/26 02:12:11 PM
GOLDEN WHEAT DINNER PLATE,Default Title,72.0,golden-wheat-dinner-plate,51461567578379,True,PO-GWH-PLT-27,https://malaikalinens.com//products/golden-wheat-dinner-plate,2026/01/26 02:12:12 PM
FEATHER CUSHION PADS 30cm x 41cm,"30cm x 41cm, 250g",14.5,feather-cushion-pads-30cm-x-41cm,46593705804043,True,FTHBS,https://malaikalinens.com//products/feather-cushion-pads-30cm-x-41cm,2026/01/26 02:12:14 PM
BURP CLOTHS (SET OF TWO),Coral / pink,30.0,burb-cloths-new-set-of-two,33020669198413,True,COR-BRB-11,https://malaikalinens.com//products/burb-cloths-new-set-of-two,2026/01/26 02:12:16 PM
BURP CLOTHS (SET OF TWO),Coral / blue,30.0,burb-cloths-new-set-of-two,33020669231181,True,COR-BRB-10,https://malaikalinens.com//products/burb-cloths-new-set-of-two,2026/01/26 02:12:16 PM
BURP CLOTHS (SET OF TWO),Dasies / blue,30.0,burb-cloths-new-set-of-two,33020669296717,True,DS-BRB-10,https://malaikalinens.com//products/burb-cloths-new-set-of-two,2026/01/26 02:12:16 PM
BURP CLOTHS (SET OF TWO),Ibis / blue,30.0,burb-cloths-new-set-of-two,33020669362253,True,IB-BRB-10,https://malaikalinens.com//products/burb-cloths-new-set-of-two,2026/01/26 02:12:16 PM
BURP CLOTHS (SET OF TWO),Planets / pink,30.0,burb-cloths-new-set-of-two,33020669395021,True,PLN-BRB-11,https://malaikalinens.com//products/burb-cloths-new-set-of-two,2026/01/26 02:12:16 PM
BURP CLOTHS (SET OF TWO),Planets / blue,30.0,burb-cloths-new-set-of-two,33020669427789,True,PLN-BRB-10,https://malaikalinens.com//products/burb-cloths-new-set-of-two,2026/01/26 02:12:16 PM
FEATHER CUSHION PADS 50cm x 50cm and 37cm x 47cm,"50cm x 50cm, 600g",19.9,feather-cushion-pads-for-palm-tree-and-corded-work-cushion-cover,20876852691021,True,FTHSQCUXL,https://malaikalinens.com//products/feather-cushion-pads-for-palm-tree-and-corded-work-cushion-cover,2026/01/26 02:12:18 PM
FEATHER CUSHION PADS 50cm x 50cm and 37cm x 47cm,"45cm x 55cm, 650g",19.9,feather-cushion-pads-for-palm-tree-and-corded-work-cushion-cover,20876852723789,True,FTHRTCUXL,https://malaikalinens.com//products/feather-cushion-pads-for-palm-tree-and-corded-work-cushion-cover,2026/01/26 02:12:18 PM
FISH SUGAR BOWL,Default Title,49.0,fish-sugar-bowl,46200603017483,True,PO-FIS-SUR-BWL,https://malaikalinens.com//products/fish-sugar-bowl,2026/01/26 02:12:19 PM
CARTOUCHE NAPKIN,red,32.0,cartouche-napkin,39443602833485,True,CRT-NP-16,https://malaikalinens.com//products/cartouche-napkin,2026/01/26 02:12:20 PM
CARTOUCHE NAPKIN,blue,32.0,cartouche-napkin,39443602866253,True,CRT-NP-20,https://malaikalinens.com//products/cartouche-napkin,2026/01/26 02:12:20 PM
CARTOUCHE NAPKIN,amber,32.0,cartouche-napkin,39443602899021,False,CRT-NP-05,https://malaikalinens.com//products/cartouche-napkin,2026/01/26 02:12:20 PM
BEES PLACEMAT,multi colour,47.0,bee-placemat,39439399649357,True,BEE-PLAC-33,https://malaikalinens.com//products/bee-placemat,2026/01/26 02:12:22 PM
BEES PLACEMAT,amber,47.0,bee-placemat,39439399780429,True,BEE-PLAC-05,https://malaikalinens.com//products/bee-placemat,2026/01/26 02:12:22 PM
BEES PLACEMAT,aqua,47.0,bee-placemat,39439399813197,True,BEE-PLAC-17,https://malaikalinens.com//products/bee-placemat,2026/01/26 02:12:22 PM
CHICKEN EGG CUP SET (Set of 2),Default Title,49.0,chicken-egg-cup-set,45643034296587,True,PO-CHK-EGG-CUP,https://malaikalinens.com//products/chicken-egg-cup-set,2026/01/26 02:12:24 PM
FEATHER CUSHION PADS,"30cm x 41cm, 250g",14.5,feather-cushion-pads,43523242033419,True,FTHBS,https://malaikalinens.com//products/feather-cushion-pads,2026/01/26 02:12:25 PM
FEATHER CUSHION PADS,"34cm x 46cm, 300g",14.9,feather-cushion-pads,32521696051277,True,FTHRTCU,https://malaikalinens.com//products/feather-cushion-pads,2026/01/26 02:12:25 PM
FEATHER CUSHION PADS,"35cm x 45cm, 300g",14.9,feather-cushion-pads,32521698771021,True,FTHRTCU,https://malaikalinens.com//products/feather-cushion-pads,2026/01/26 02:12:25 PM
FEATHER CUSHION PADS,"37cm x 47cm, 350g",14.9,feather-cushion-pads,20877429604429,True,FTHBSXL,https://malaikalinens.com//products/feather-cushion-pads,2026/01/26 02:12:25 PM
FEATHER CUSHION PADS,"41cm x 41cm, 250g",15.9,feather-cushion-pads,20877430456397,True,FTHSQCU,https://malaikalinens.com//products/feather-cushion-pads,2026/01/26 02:12:25 PM
FEATHER CUSHION PADS,"45cm x 45cm, 350g",15.9,feather-cushion-pads,44369525604619,True,FTHSQMCU,https://malaikalinens.com//products/feather-cushion-pads,2026/01/26 02:12:25 PM
FEATHER CUSHION PADS,"40cm x 60cm, 650g",19.9,feather-cushion-pads,44369525014795,True,FTHSQSLP,https://malaikalinens.com//products/feather-cushion-pads,2026/01/26 02:12:25 PM
FEATHER CUSHION PADS,"45cm x 55cm, 650g",19.9,feather-cushion-pads,20877426982989,True,FTHRTCUXL,https://malaikalinens.com//products/feather-cushion-pads,2026/01/26 02:12:25 PM
FEATHER CUSHION PADS,"50cm x 50cm, 600g",19.9,feather-cushion-pads,20877426950221,True,FTHSQCUXL,https://malaikalinens.com//products/feather-cushion-pads,2026/01/26 02:12:25 PM
FEATHER CUSHION PADS,"66cm x 66cm, 800g",30.0,feather-cushion-pads,44369526292747,True,FTHSQLCU,https://malaikalinens.com//products/feather-cushion-pads,2026/01/26 02:12:25 PM
FEATHER CUSHION PADS,"80cm x 80cm, 1300g",36.0,feather-cushion-pads,44369526522123,True,FTHSQXLCU,https://malaikalinens.com//products/feather-cushion-pads,2026/01/26 02:12:25 PM
FILIGREE FLOWER BOLSTER,Default Title,814.0,filigree-flower-bolster,43574527197451,True,FIL-BOS,https://malaikalinens.com//products/filigree-flower-bolster,2026/01/26 02:12:27 PM
AYA AND BES EMBROIDERED BABY BIBS (SET OF TWO),Aya (red/pink),37.0,baby-bibs-embroidered-set-of-two,52674623799563,True,AYA-BIB-11,https://malaikalinens.com//products/baby-bibs-embroidered-set-of-two,2026/01/26 02:12:28 PM
AYA AND BES EMBROIDERED BABY BIBS (SET OF TWO),Bes (blue/green),37.0,baby-bibs-embroidered-set-of-two,52674623865099,True,BES-BIB-10,https://malaikalinens.com//products/baby-bibs-embroidered-set-of-two,2026/01/26 02:12:28 PM
CAIRO PALM NAPKIN,Default Title,28.0,cairo-palm-napkin,43560852488459,True,CAIPL-NP,https://malaikalinens.com//products/cairo-palm-napkin,2026/01/26 02:12:30 PM
DALLY NAPKIN,blues,44.0,dally-napkin,39443602440269,True,DAL-NP-77,https://malaikalinens.com//products/dally-napkin,2026/01/26 02:12:32 PM
DALLY NAPKIN,primary,44.0,dally-napkin,39443602473037,True,DAL-NP-78,https://malaikalinens.com//products/dally-napkin,2026/01/26 02:12:32 PM
DALLY NAPKIN,pastel,44.0,dally-napkin,39443602505805,True,DAL-NP-79,https://malaikalinens.com//products/dally-napkin,2026/01/26 02:12:32 PM
CIRCUS JAM JAR,blue,49.0,circus-jam-jar,44458403463435,True,PO-CIR-JAR-20,https://malaikalinens.com//products/circus-jam-jar,2026/01/26 02:12:34 PM
CIRCUS JAM JAR,green,49.0,circus-jam-jar,44458403496203,True,PO-CIR-JAR-19,https://malaikalinens.com//products/circus-jam-jar,2026/01/26 02:12:34 PM
CELESTIAL BIRDS PLACEMAT,ecru,63.0,celestial-birds-placemat,46123061969163,True,CEL-PLAC-33,https://malaikalinens.com//products/celestial-birds-placemat,2026/01/26 02:12:35 PM
CELESTIAL BIRDS PLACEMAT,pink,63.0,celestial-birds-placemat,46123062001931,True,CEL-PLAC-11,https://malaikalinens.com//products/celestial-birds-placemat,2026/01/26 02:12:35 PM
CELESTIAL BIRDS PLACEMAT,teal,63.0,celestial-birds-placemat,46123062034699,True,CEL-PLAC-15,https://malaikalinens.com//products/celestial-birds-placemat,2026/01/26 02:12:35 PM
CROC LETTER OPENER,top view,33.0,croc-letter-opener,33304522883149,False,CROC-LETO-M-1,https://malaikalinens.com//products/croc-letter-opener,2026/01/26 02:12:37 PM
CROC LETTER OPENER,side view,33.0,croc-letter-opener,33304522915917,True,CROC-LETO-L,https://malaikalinens.com//products/croc-letter-opener,2026/01/26 02:12:37 PM
CARNATION PLACE CARDS (Set of 6),red,6.0,carnation-place-cards-set-of-6,39423103729741,True,CAR-PLACCD-16,https://malaikalinens.com//products/carnation-place-cards-set-of-6,2026/01/26 02:12:38 PM
CARNATION PLACE CARDS (Set of 6),rosewood,6.0,carnation-place-cards-set-of-6,39423103762509,True,CAR-PLACCD-66,https://malaikalinens.com//products/carnation-place-cards-set-of-6,2026/01/26 02:12:38 PM
