,Brand,Variant ID,Variant,Price,Availability,SKU,Brand + Variant ID
101,Nillens,49752780603671,indigo-florals-duvet-pillowcases-600-tc,9200.0,True,250005967.0,Nillens #49752780603671
102,Nillens,49752780636439,indigo-florals-duvet-pillowcases-600-tc,9200.0,False,250005968.0,Nillens #49752780636439
103,Nillens,47452838494487,grey-squares-border-duvet-pillowcases-600-tc,9200.0,False,250004564.0,Nillens #47452838494487
104,Nillens,47452838527255,grey-squares-border-duvet-pillowcases-600-tc,9200.0,True,250004565.0,Nillens #47452838527255
105,Nillens,51756575490327,lilac-white-piping-sheet-pillowcases,6700.0,True,250007274.0,Nillens #51756575490327
106,Nillens,51756575523095,lilac-white-piping-sheet-pillowcases,6700.0,False,250007275.0,Nillens #51756575523095
107,Nillens,49491376242967,cream-on-blue-border-sheet-pillowcases-600-tc,6700.0,True,250005828.0,Nillens #49491376242967
108,Nillens,49491376275735,cream-on-blue-border-sheet-pillowcases-600-tc,6700.0,True,250005829.0,Nillens #49491376275735
109,Nillens,39773567713328,grey-piping-duvet-pillowcases-600-tc,9200.0,False,250002379.0,Nillens #39773567713328
110,Nillens,39773567746096,grey-piping-duvet-pillowcases-600-tc,9200.0,True,250002380.0,Nillens #39773567746096
111,Nillens,45368604950807,white-duvet-with-light-blue-piping-pillowcases-600-tc,9200.0,True,250003025.0,Nillens #45368604950807
112,Nillens,45368604983575,white-duvet-with-light-blue-piping-pillowcases-600-tc,9200.0,True,250003026.0,Nillens #45368604983575
113,Nillens,51421650190615,garden-glow-border-sheet-pillowcases-600-tc,6700.0,True,250007586.0,Nillens #51421650190615
114,Nillens,51421650223383,garden-glow-border-sheet-pillowcases-600-tc,6700.0,True,250007587.0,Nillens #51421650223383
115,Nillens,51421696327959,garden-glow-border-duvet-pillowcases-600-tc,9200.0,True,250007588.0,Nillens #51421696327959
116,Nillens,51421696360727,garden-glow-border-duvet-pillowcases-600-tc,9200.0,True,250007589.0,Nillens #51421696360727
117,Nillens,50546706284823,golden-groovy-duvet-pillowcases-600-tc,9200.0,True,250007074.0,Nillens #50546706284823
118,Nillens,50546706317591,golden-groovy-duvet-pillowcases-600-tc,9200.0,True,250007076.0,Nillens #50546706317591
119,Nillens,51241670017303,mint-white-piping-sheet-pillowcases-600-tc,6700.0,False,250007583.0,Nillens #51241670017303
120,Nillens,51241670050071,mint-white-piping-sheet-pillowcases-600-tc,6700.0,True,250007584.0,Nillens #51241670050071
121,Nillens,40607492440112,blue-arabesque-duvet-pillowcases,7500.0,False,250003143.0,Nillens #40607492440112
122,Nillens,40607492472880,blue-arabesque-duvet-pillowcases,7500.0,False,250003144.0,Nillens #40607492472880
